granule,row,col,label,aoi_pos_frac,data_frac,tier,dist_km,grounded_frac,ice_condition,vel_m_yr,source,timestamp
025_091,36352,15360,none,0.0,1.0,core,28.6,1.0,grounded,38.2,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,15872,none,0.0,1.0,core,26.4,1.0,grounded,74.7,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,16384,none,0.0,1.0,core,24.2,1.0,grounded,110.7,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,16896,none,0.0,1.0,core,22.0,1.0,grounded,139.9,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,17408,none,0.0,1.0,core,20.0,1.0,grounded,168.4,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,17920,none,0.0,1.0,core,18.1,1.0,grounded,196.6,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,18944,none,0.0,1.0,core,14.5,1.0,grounded,270.3,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,19456,none,0.0,1.0,core,12.8,1.0,grounded,322.3,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,19968,none,0.0,1.0,core,10.9,1.0,grounded,364.6,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,20480,none,0.0,1.0,core,9.2,1.0,grounded,417.5,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,20992,none,0.0,1.0,core,8.1,1.0,grounded,472.2,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,21504,none,0.0,1.0,core,7.2,1.0,grounded,524.3,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,22016,none,0.0,1.0,core,5.7,1.0,grounded,563.3,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,22528,none,0.0,1.0,core,5.1,1.0,grounded,590.5,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,23040,none,0.0,1.0,core,3.6,1.0,grounded,622.6,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,23552,none,0.0,1.0,core,2.6,1.0,grounded,648.4,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,25600,none,0.0,1.0,core,2.6,1.0,grounded,883.1,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,26112,none,0.0,1.0,core,3.6,1.0,grounded,906.7,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,26624,none,0.0,1.0,core,5.7,1.0,grounded,890.5,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,27136,none,0.0,1.0,core,8.1,1.0,grounded,841.5,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,27648,none,0.0,1.0,core,9.2,1.0,grounded,791.7,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,28160,none,0.0,1.0,core,10.9,1.0,grounded,775.9,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,28672,none,0.0,1.0,core,12.8,1.0,grounded,783.5,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,29184,none,0.0,1.0,core,12.8,1.0,grounded,769.4,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,29696,none,0.0,1.0,core,12.8,1.0,grounded,741.7,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,30208,none,0.0,1.0,core,12.8,1.0,grounded,694.0,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,30720,none,0.0,1.0,core,12.8,1.0,grounded,645.5,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,31232,none,0.0,1.0,core,13.1,1.0,grounded,594.1,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,31744,none,0.0,1.0,core,13.8,1.0,grounded,549.9,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,32256,none,0.0,1.0,core,12.8,1.0,grounded,487.2,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,32768,none,0.0,1.0,core,11.4,1.0,grounded,435.4,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36352,33280,none,0.0,1.0,core,10.6,1.0,grounded,398.3,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,16384,none,0.0,1.0,core,22.9,1.0,grounded,38.0,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,16896,none,0.0,1.0,core,20.6,1.0,grounded,78.3,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,17408,none,0.0,1.0,core,18.5,1.0,grounded,122.5,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,17920,none,0.0,1.0,core,16.4,1.0,grounded,161.5,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,18432,none,0.0,1.0,core,14.5,1.0,grounded,204.4,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,20480,none,0.0,1.0,core,7.2,1.0,grounded,395.6,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,20992,none,0.0,1.0,core,5.7,1.0,grounded,458.1,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,21504,none,0.0,1.0,core,5.1,1.0,grounded,529.5,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,22016,none,0.0,1.0,core,3.6,1.0,grounded,590.7,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,22528,none,0.0,1.0,core,2.6,1.0,grounded,626.5,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,23040,none,0.0,1.0,core,2.6,1.0,grounded,652.4,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,26112,none,0.0,1.0,core,2.6,1.0,grounded,954.2,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,26624,none,0.0,1.0,core,5.1,1.0,grounded,936.1,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,27136,none,0.0,1.0,core,5.7,1.0,grounded,884.9,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,27648,none,0.0,1.0,core,7.2,1.0,grounded,827.3,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,28160,none,0.0,1.0,core,9.2,1.0,grounded,826.6,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,28672,none,0.0,1.0,core,10.6,1.0,grounded,823.5,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,29184,none,0.0,1.0,core,10.2,1.0,grounded,801.7,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,29696,none,0.0,1.0,core,10.2,1.0,grounded,761.3,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,30208,none,0.0,1.0,core,10.2,1.0,grounded,715.9,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,30720,none,0.0,1.0,core,10.2,1.0,grounded,660.5,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,31232,none,0.0,1.0,core,10.6,1.0,grounded,602.6,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,31744,none,0.0,1.0,core,11.4,1.0,grounded,548.3,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,32256,none,0.0,1.0,core,10.9,1.0,grounded,477.2,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,32768,none,0.0,1.0,core,9.2,1.0,grounded,420.6,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,33280,none,0.0,1.0,core,8.1,1.0,grounded,382.2,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,36864,33792,none,0.0,1.0,core,7.7,1.0,grounded,338.2,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,37376,14336,none,0.0,1.0,core,30.9,1.0,grounded,12.0,alphaearth,2026-09-02T22:12:39.868259+00:00
025_091,37376,17408,none,0.0,1.0,core,17.2,1.0,grounded,52.5,alphaearth,2026-09-02T22:12:39.868259+00:00
